usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_swe_news_2022_1M-sentences.json-1011-12:12	['företrädare..0-0', 'företrädare..0-1']	Abu Hassan blev ny IS-ledare så sent som i mars, då hans företrädare med det snarlika namnet Abu Ibrahim al-Hashimi al-Qurashi sprängdes ihjäl i samband med en amerikansk räd i Idlib i Syrien.	57:68	0:192	företrädare
PROCESSED_swe_news_2022_1M-sentences.json-1013-18:18	['döda..0-0']	Abu Ibrahim al-Hashimi al-Qurashi har haft ledarrollen för terroristorganisationen sedan 2019 då den tidigare IS-ledaren Abu Bakr al-Baghdadi dödades av amerikansk militär.	142:149	0:172	döda
PROCESSED_swe_news_2022_1M-sentences.json-1018-7:7	['anställd..0-0']	ABUS Kransystem AB har idag cirka 130 anställda i Sverige.	38:47	0:58	anställd
PROCESSED_swe_news_2022_1M-sentences.json-1022-7:7	['tillverkning..0-0']	AB Volvo och Volvo Cars: Stoppar all tillverkning och försäljning.	37:49	0:66	tillverkning
PROCESSED_swe_news_2022_1M-sentences.json-1035-8:8	['målskillnad..0-0']	Åby/Tjureda har den andra elitserieplatsen på bättre målskillnad än Bollnäs.	53:64	0:76	målskillnad
PROCESSED_swe_news_2022_1M-sentences.json-1038-4:4	['extern..0-0']	Academedia anlitade 2016 en extern konsult som utredde problemen på Didaktus – och som gav visselblåsarna rätt: ”Jag bedömer trovärdigheten som stor” skrev konsulten.	28:34	0:166	extern
PROCESSED_swe_news_2022_1M-sentences.json-1049-20:20	['nystart..0-0']	Academedia uppgav i ett pressmeddelande att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	151:160	0:250	nystart
PROCESSED_swe_news_2022_1M-sentences.json-1049-23:23	['förvärv..0-0']	Academedia uppgav i ett pressmeddelande att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	169:176	0:250	förvärv
PROCESSED_swe_news_2022_1M-sentences.json-1049-25:25	['således..0-0', 'således..0-1']	Academedia uppgav i ett pressmeddelande att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	182:189	0:250	således
PROCESSED_swe_news_2022_1M-sentences.json-1049-4:4	['pressmeddelande..0-0']	Academedia uppgav i ett pressmeddelande att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	24:39	0:250	pressmeddelande
PROCESSED_swe_news_2022_1M-sentences.json-1050-17:17	['nystart..0-0']	Academia noterar att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	128:137	0:227	nystart
PROCESSED_swe_news_2022_1M-sentences.json-1050-20:20	['förvärv..0-0']	Academia noterar att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	146:153	0:227	förvärv
PROCESSED_swe_news_2022_1M-sentences.json-1050-22:22	['således..0-0', 'således..0-1']	Academia noterar att den tillträdande regeringens förslag om vinstudelningsförbud för skolor under de första åren enbart gäller nystarter och nya förvärv, och således inte Academedias eller andra aktörers befintliga verksamhet.	159:166	0:227	således
PROCESSED_swe_news_2022_1M-sentences.json-1056-4:4	['finansiell..0-0']	Acast justerade även sina finansiella mål, där den genomsnittliga omsättningstillväxten nu spås bli lägre än tidigare förväntningar.	26:37	0:132	finansiell
PROCESSED_swe_news_2022_1M-sentences.json-1057-2:2	['instruera..0-0']	Acatblis gruppledare instrueras att inte styra samtalet, inte ”skriva folk på näsan”, även om uppenbara osanningar förs på tal.	21:31	0:127	instruera
PROCESSED_swe_news_2022_1M-sentences.json-1059-2:2	['antal..0-0']	Accelerationen av antalet fall går bortom allt vi tidigare sett.	18:25	0:64	antal
PROCESSED_swe_news_2022_1M-sentences.json-1063-7:7	['nuvarande..0-0']	Acceleratorn väntas kunna användas till 2026 i nuvarande, uppgraderade skepnad.	47:56	0:79	nuvarande
PROCESSED_swe_news_2022_1M-sentences.json-1068-2:2	['rapport..0-0']	Accentures nya rapport ”End-to-endless Customer Service” visar att en femtedel av de undersökta företagen har förändrat sin syn på vad kundservice är, och studien visar att det har gett resultat.	15:22	0:195	rapport
PROCESSED_swe_news_2022_1M-sentences.json-1068-9:9	['femtedel..0-0']	Accentures nya rapport ”End-to-endless Customer Service” visar att en femtedel av de undersökta företagen har förändrat sin syn på vad kundservice är, och studien visar att det har gett resultat.	70:78	0:195	femtedel
PROCESSED_swe_news_2022_1M-sentences.json-1072-8:8	['situation..0-0']	Acceptera att det kommer svåra känslor i den situation där du befinner dig, och inte försöka slå undan dem.	45:54	0:107	situation
PROCESSED_swe_news_2022_1M-sentences.json-108-14:14	['tillägg..0-0', 'tillägg..0-1']	A4-sidan med låttexten innehåller handskrivna ändringar och redigeringar av Bowie, inklusive korrigerade stavfel och tillägg.	117:124	0:125	tillägg
PROCESSED_swe_news_2022_1M-sentences.json-1080-3:3	['förvänta..0-0']	Acceptfristen för erbjudandet förväntas inledas omkring den 20 december 2022 och avslutas omkring den 31 januari 2023.	30:39	0:118	förvänta
PROCESSED_swe_news_2022_1M-sentences.json-1088-2:2	['koppling..0-4']	Accountor: ”Stark koppling mellan digitalisering och kundnöjdhet”	18:26	0:65	koppling
PROCESSED_swe_news_2022_1M-sentences.json-1096-7:7	['verka..0-2', 'verka..0-3']	Acko Ankarberg-Johansson (KD) menar att regeringen helt verkar ha glömt bort ungdomshemmen.	56:62	0:91	verka
PROCESSED_swe_news_2022_1M-sentences.json-110-5:5	['jubilera..0-0']	A6-klassikern gör comeback när köpcentret jubilerar – så vill de få besökarna att minnas: ”Jag har varit lite som en arkeolog”	42:51	0:126	jubilera
PROCESSED_swe_news_2022_1M-sentences.json-1109-11:11	['oväntad..0-0']	AC Milans 33-åriga profil har lärt sig att de egensinniga och oväntade karriärsvalen fyller en större funktion.	62:70	0:111	oväntad
PROCESSED_swe_news_2022_1M-sentences.json-1111-7:7	['vård..0-0']	Acne necrotica bedömdes i efterhand, i privat vård.	46:50	0:51	vård
PROCESSED_swe_news_2022_1M-sentences.json-1114-4:4	['snabb..0-0']	AC och fläktar sålde snabbt slut hos östersundshandlarna under den smällvarma helgen.	21:27	0:85	snabb
PROCESSED_swe_news_2022_1M-sentences.json-1120-19:19	['interaktiv..0-0']	Acrelec tillhandahåller både mjuk- och hårdvara för Drive Thru, Click and Collect, Table Service, självcheckout och beställningsfunktioner via en interaktiv beställningskiosk.	146:156	0:175	interaktiv
PROCESSED_swe_news_2022_1M-sentences.json-1121-6:6	['internationell..0-0']	Acreto AB marknadsför, säljer och distribuerar internationella produkter som är världsledande inom sina respektive områden.	47:62	0:123	internationell
PROCESSED_swe_news_2022_1M-sentences.json-1122-5:5	['södra..0-0']	Acrinova, ett fastighetsbolag verksamt i södra Sverige, redovisar i sin delårsrapport ett nettoresultat för det andra kvartalet på 30,9 miljoner kronor (33,5).	41:46	0:159	södra
PROCESSED_swe_news_2022_1M-sentences.json-113-5:5	['kolla..0-2']	Ääääntligen fick mormor och morfar kolla in när barnbarnen gick på röda mattan i Högbo – välklädda vackra ungdomar i massor.	35:40	0:124	kolla
PROCESSED_swe_news_2022_1M-sentences.json-1131-14:14	['film..0-1']	"ACTION/DRAMA Efter dem om ""Venom"" har nu en annan Spindelmannen-fiende fått en egen film: Dr Morbius ()."	84:88	0:104	film
PROCESSED_swe_news_2022_1M-sentences.json-1132-5:5	['förrän..0-0']	Actionfilmen med får inte recenseras förrän samma dag den släpps på biograferna.	37:43	0:80	förrän
PROCESSED_swe_news_2022_1M-sentences.json-1133-5:5	['premiär..0-0']	Actionfilmen ”The pig”, som hade premiär i fjol, fick fina recensioner.	33:40	0:71	premiär
PROCESSED_swe_news_2022_1M-sentences.json-1142-14:14	['snabb..0-0']	AcuCort identifierar, utvecklar och kommersialiserar smarta läkemedel som möter patientens medicinska behov av en snabb och effektiv behandling samt enkelhet i administration.	114:119	0:175	snabb
PROCESSED_swe_news_2022_1M-sentences.json-1142-21:21	['administration..0-0']	AcuCort identifierar, utvecklar och kommersialiserar smarta läkemedel som möter patientens medicinska behov av en snabb och effektiv behandling samt enkelhet i administration.	160:174	0:175	administration
PROCESSED_swe_news_2022_1M-sentences.json-1145-9:9	['realisera..0-0']	Acumants plattform och relaterade tjänster gör det möjligt att realisera sina verkliga möjligheter och ta sin verksamhet till nästa nivå.	63:72	0:137	realisera
PROCESSED_swe_news_2022_1M-sentences.json-1146-3:3	['agera..0-0']	”Åda Ab har agerat i strid med lagen om offentlig upphandling genom att ändra villkoren i det ingångna ramavtalet, vilket har lett till att ramavtalet använts för att förhindra och begränsa konkurrensen”, skriver tingsrätten i domen.	12:18	0:233	agera
PROCESSED_swe_news_2022_1M-sentences.json-1174-5:5	['nyligen..0-0']	Adam Almquist, 31 år, lämnade nyligen den ryska KHL-klubben Traktor Chelyabinsk.	30:37	0:80	nyligen
PROCESSED_swe_news_2022_1M-sentences.json-118-3:3	['forskning..0-0', 'forskning..0-2']	ÅA bedriver lovande forskning i hur avloppsvatten renas från läkemedelsrester – kan Åbo bli staden som visar vägen?	20:29	0:115	forskning
PROCESSED_swe_news_2022_1M-sentences.json-1184-6:6	['tävling..0-0']	Adam är den yngste vinnaren i tävlingens historia och han berättar att mat har varit ett stort intresse sedan barnsben.	30:40	0:119	tävling
PROCESSED_swe_news_2022_1M-sentences.json-1192-8:8	['södra..0-0']	Adam Bergmark Wiberg satte sedan straffen men Jönköpings Södra skulle vända på matchen.	57:62	0:87	södra
PROCESSED_swe_news_2022_1M-sentences.json-1202-5:5	['agera..0-0']	Adam Carlén och Christos Gravius agerade klokt mot Sveriges bästa tremannamittfält.	33:40	0:83	agera
PROCESSED_swe_news_2022_1M-sentences.json-1211-7:7	['nyligen..0-0']	Adam Faze har regisserat musikvideor och startade nyligen ett produktionsbolag.	50:57	0:79	nyligen
PROCESSED_swe_news_2022_1M-sentences.json-1221-18:18	['jack..0-0']	Adam Ginning träffades av en motståndares skridskoskena och tog sig blödandes snabbt ut mot båset med ett stort jack på kinden.	112:116	0:127	jack
PROCESSED_swe_news_2022_1M-sentences.json-1232-10:10	['butik..0-0']	Adam Johansson (M) kommunstyrelsens ordförande, och Sofia Källström, ägare av butiken Krabaten som prisas för hållbar utveckling, och Amina Johansson, utvecklingsledare miljö/klimat på kommunen.	78:85	0:194	butik
PROCESSED_swe_news_2022_1M-sentences.json-1235-9:9	['ansvarig..0-0']	Adam Jönsson, 31, tar över efter Patricia Svensson som ansvarig utgivare och chefredaktör för VGT:s fyra tidningar.	55:63	0:115	ansvarig
PROCESSED_swe_news_2022_1M-sentences.json-1236-2:2	['ansvarig..0-0']	Adam Jönsson, ansvarig utgivare och chefredaktör för Skaraborgs Läns Tidning.	14:22	0:77	ansvarig
PROCESSED_swe_news_2022_1M-sentences.json-1237-4:4	['ansvarig..0-0']	Adam Jönsson, chefredaktör och ansvarig utgivare för Falköpings Tidning.	31:39	0:72	ansvarig
PROCESSED_swe_news_2022_1M-sentences.json-1238-6:6	['ansvarig..0-0']	Adam Jönsson har varit chefredaktör och ansvarig utgivare för Skaraborgs Läns Tidning sedan i mitten av september.	40:48	0:114	ansvarig
PROCESSED_swe_news_2022_1M-sentences.json-1257-11:11	['spark..0-0']	Adam Lowry gav Kanada ledningen, ett mål som videogranskades för misstänkt spark men godkändes sedan det visat sig att en slovakisk klubba var sist på pucken.	75:80	0:158	spark
PROCESSED_swe_news_2022_1M-sentences.json-129-3:3	['rapport..0-0']	AAK presenterade en rapport för det fjärde kvartalet som överträffade analytikernas förväntningar och steg mot strömmen på en röd Stockholmsbörs.	20:27	0:145	rapport
PROCESSED_swe_news_2022_1M-sentences.json-1307-4:4	['torsk..0-0']	Adam Thulins ”brottartortellini” med torsk, karljohanssvamp och jordärtskocka tog juryn med storm redan i det första avsnittets audition.	37:42	0:137	torsk
PROCESSED_swe_news_2022_1M-sentences.json-1317-7:7	['liksom..0-0', 'liksom..0-1']	Adaptiv farthållare med kökörningsautomatik, filhållningassistent är standard, liksom skyltigenkänning och automatiskt helljus.	79:85	0:127	liksom
PROCESSED_swe_news_2022_1M-sentences.json-1319-13:13	['pressmeddelande..0-0']	Ådas styrelse har utsett Anna Dahlman till tf vd, berättar bolaget i ett pressmeddelande idag onsdag.	73:88	0:101	pressmeddelande
PROCESSED_swe_news_2022_1M-sentences.json-1322-11:11	['rättighet..0-0']	Adat rapporterar i detalj om Kadyrovs korruption och brott mot mänskliga rättigheter.	73:84	0:85	rättighet
PROCESSED_swe_news_2022_1M-sentences.json-1325-2:2	['nuvarande..0-0']	AD Bildelars nuvarande lokal som Vansbro elektriska tar över när AD flyttar nästa år.	13:22	0:85	nuvarande
PROCESSED_swe_news_2022_1M-sentences.json-1325-6:6	['elektrisk..0-0', 'elektrisk..0-1', 'elektrisk..0-2']	AD Bildelars nuvarande lokal som Vansbro elektriska tar över när AD flyttar nästa år.	41:51	0:85	elektrisk
PROCESSED_swe_news_2022_1M-sentences.json-1331-2:2	['lök..0-0']	Addera rostad lök för ytterligare brygga.	14:17	0:41	lök
PROCESSED_swe_news_2022_1M-sentences.json-1337-16:16	['fungera..0-0']	ADD:n och svårigheterna med att koncentrera sig och bli tillsagd gjorde att miljön aldrig riktigt fungerade för henne.	98:107	0:118	fungera
PROCESSED_swe_news_2022_1M-sentences.json-1340-9:9	['tävling..0-0']	Add Service Media som ligger bakom bland annat Pelemas tävlingar har inte svarat överhuvudtaget.	55:64	0:96	tävling
PROCESSED_swe_news_2022_1M-sentences.json-1348-1:1	['vård..0-0']	Adekvat vård och omsorg som hälso- och sjukvårdslagen föreskriver, med övervakning, mediciner och mat finns inte på en akutmottagning, har påpekats av Inspektionen för vård och omsorg, Ivo, som gjort inspektioner.	8:12	0:213	vård
PROCESSED_swe_news_2022_1M-sentences.json-15-23:23	['nyfödd..0-0']	”16/9 tidigt på morgonen så kom den här goa lilla killen ut”, skriver Robin på Instagram, till en bild på honom och den nyfödda sonen.	120:127	0:134	nyfödd
PROCESSED_swe_news_2022_1M-sentences.json-160-5:5	['definitiv..0-1', 'definitiv..0-2']	Å andra sidan är det definitivt så att kontakter inte är av lika stor vikt i Sverige.	21:31	0:85	definitiv
PROCESSED_swe_news_2022_1M-sentences.json-161-21:21	['samma..0-0', 'samma..0-2']	Å andra sidan är det en god nyhet för alla som redan älskat ”Damm” och helt enkelt vill ha mer av samma vara.	98:103	0:109	samma
PROCESSED_swe_news_2022_1M-sentences.json-163-21:21	['förskola..0-0']	Å andra sidan är det inte alls samma gående och springande på en industri som det är på ett äldreboende, en förskola eller ett sjukhus.	108:116	0:135	förskola
PROCESSED_swe_news_2022_1M-sentences.json-163-7:7	['samma..0-2']	Å andra sidan är det inte alls samma gående och springande på en industri som det är på ett äldreboende, en förskola eller ett sjukhus.	31:36	0:135	samma
PROCESSED_swe_news_2022_1M-sentences.json-167-13:13	['samma..0-0', 'samma..0-2']	Å andra sidan är det svårt att klaga när ens lag står på samma poäng som nuvarande tabellettan Manchester City.	57:62	0:111	samma
PROCESSED_swe_news_2022_1M-sentences.json-167-16:16	['nuvarande..0-0']	Å andra sidan är det svårt att klaga när ens lag står på samma poäng som nuvarande tabellettan Manchester City.	73:82	0:111	nuvarande
PROCESSED_swe_news_2022_1M-sentences.json-171-11:11	['företrädare..0-0']	Å andra sidan är han nära allierad med Jacob Zuma, Ramaphosas företrädare på presidentposten och en bitter politisk rival.	62:73	0:122	företrädare
PROCESSED_swe_news_2022_1M-sentences.json-176-6:6	['dålig..0-0', 'dålig..0-2']	Å andra sidan är likviditeten här sämre, vilket gör att oro på marknaden kanske inte syns i fonderna på kort sikt.	34:39	0:114	dålig
PROCESSED_swe_news_2022_1M-sentences.json-178-9:9	['tillägg..0-0', 'tillägg..0-1']	Å andra sidan är säkerligen även dessa spår välkomnade tillägg i katalogen för de som skrivit ”bob hnud” i nacken.	55:62	0:114	tillägg
PROCESSED_swe_news_2022_1M-sentences.json-18-8:8	['avsnitt..0-0']	”1883” finns att streama på Paramount+, där nya avsnitt läggs ut på måndagar.	48:55	0:77	avsnitt
PROCESSED_swe_news_2022_1M-sentences.json-185-8:8	['bråttom..0-0']	Å andra sidan behöver hon inte ha så bråttom, hon är 21 år och kan nu ta sig tillbaka efter skadan i en trygg miljö.	37:44	0:116	bråttom
PROCESSED_swe_news_2022_1M-sentences.json-186-12:12	['virus..0-0']	Å andra sidan bidrar vaccin och naturliga infektioner då befolkningen exponerats av viruset till ett visst skydd.	84:91	0:113	virus
PROCESSED_swe_news_2022_1M-sentences.json-187-10:10	['fungera..0-0', 'fungera..0-2']	Å andra sidan blir många tveksamma om en tangent inte fungerar eller om någon sträng är trasig.	54:62	0:95	fungera
PROCESSED_swe_news_2022_1M-sentences.json-187-16:16	['trasig..0-0']	Å andra sidan blir många tveksamma om en tangent inte fungerar eller om någon sträng är trasig.	88:94	0:95	trasig
PROCESSED_swe_news_2022_1M-sentences.json-19-7:7	['teknik..0-3']	”18 år och briljerar redan med sin teknik”	35:41	0:42	teknik
PROCESSED_swe_news_2022_1M-sentences.json-196-12:12	['sound..0-0']	Å andra sidan faller det ofta tillbaka på en estetik och ett sound som han har med sig redan som trumpetare.	61:66	0:108	sound
PROCESSED_swe_news_2022_1M-sentences.json-197-9:9	['chans..0-0', 'chans..0-1']	Å andra sidan får alla kandidater en lika stor chans att göra ett gott första intryck och visa vilka de är utöver CV:t.	47:52	0:119	chans
PROCESSED_swe_news_2022_1M-sentences.json-200-7:7	['fysioterapeut..0-0']	Å andra sidan fick en av lagets fysioterapeuter ett positivt provsvar, så smittan finns kvar i truppen.	32:47	0:103	fysioterapeut
PROCESSED_swe_news_2022_1M-sentences.json-205-11:11	['liberal..0-0', 'liberal..0-1', 'liberal..0-3']	Å andra sidan finns det hot även inom EU mot den liberala demokratisyn som fördraget bygger på.	49:57	0:95	liberal
PROCESSED_swe_news_2022_1M-sentences.json-207-9:9	['beskrivning..0-0']	Å andra sidan finns det något förrädiskt över Eurells beskrivning av detta.	54:65	0:75	beskrivning
PROCESSED_swe_news_2022_1M-sentences.json-217-8:8	['chans..0-0', 'chans..0-1']	Å andra sidan ger deras frånvaro unga kvalitetsspelare chansen att visa upp sig, speciellt på mittfältet.	55:62	0:105	chans
PROCESSED_swe_news_2022_1M-sentences.json-219-16:16	['mandat..0-2']	Å andra sidan gynnar ett totalt stort röstetal oss båda så att det finns så många mandat som möjligt att dela på för valförbundet.	82:88	0:130	mandat
PROCESSED_swe_news_2022_1M-sentences.json-22-13:13	['innan..0-1', 'innan..0-2', 'innan..0-3']	”1970-talets Lamino och en utmärkt företrädare för trenden med fåtöljer i plast tillkomna innan oljekrisen.”	90:95	0:108	innan
PROCESSED_swe_news_2022_1M-sentences.json-220-10:10	['dålig..0-0']	Å andra sidan hade de med lite otur och en sämre målvakt kunnat bli rätt tillplattade också, för under delar av matchen låg det hungriga hemmalaget på något fruktansvärt.	43:48	0:170	dålig
PROCESSED_swe_news_2022_1M-sentences.json-220-11:11	['målvakt..0-0']	Å andra sidan hade de med lite otur och en sämre målvakt kunnat bli rätt tillplattade också, för under delar av matchen låg det hungriga hemmalaget på något fruktansvärt.	49:56	0:170	målvakt
PROCESSED_swe_news_2022_1M-sentences.json-220-28:28	['fruktansvärd..0-1']	Å andra sidan hade de med lite otur och en sämre målvakt kunnat bli rätt tillplattade också, för under delar av matchen låg det hungriga hemmalaget på något fruktansvärt.	157:169	0:170	fruktansvärd
PROCESSED_swe_news_2022_1M-sentences.json-227-14:14	['otrolig..0-0']	Å andra sidan har det globala vetenskapliga samfundet svarat på pandemin på ett alldeles otroligt sätt som vi aldrig sett tidigare i historien.	89:97	0:143	otrolig
PROCESSED_swe_news_2022_1M-sentences.json-229-27:27	['kö..0-0']	Å andra sidan har Försvarsmakten påpekat att det är bråttom med att kunna lägga beställningar på tyngre försvarsmateriel, så att Sverige inte hamnar långt bak i leverantörernas kö när många länder nu vill rusta upp.	177:179	0:215	kö
PROCESSED_swe_news_2022_1M-sentences.json-229-9:9	['bråttom..0-0']	Å andra sidan har Försvarsmakten påpekat att det är bråttom med att kunna lägga beställningar på tyngre försvarsmateriel, så att Sverige inte hamnar långt bak i leverantörernas kö när många länder nu vill rusta upp.	52:59	0:215	bråttom
PROCESSED_swe_news_2022_1M-sentences.json-230-13:13	['anläggning..0-0']	Å andra sidan har han även fram till nu suttit på en strikt anläggning, IK-2 öster om Moskva, känd för hård disciplin.	60:70	0:118	anläggning
PROCESSED_swe_news_2022_1M-sentences.json-232-20:20	['snabb..0-0', 'snabb..0-1']	Å andra sidan har han viss förståelse för att effekterna blir så här underliga när det är tvunget att gå snabbt, att återbetalningen till hushållen bör komma nu inom de närmaste månaderna och inte långt senare.	105:111	0:210	snabb
PROCESSED_swe_news_2022_1M-sentences.json-234-16:16	['sjuttiotal..0-1']	Å andra sidan har jag ju mest kvar handdukarna för att de var fula redan på sjuttiotalet, och aldrig blev använda.	76:88	0:114	sjuttiotal
PROCESSED_swe_news_2022_1M-sentences.json-244-7:7	['förtrycka..0-0']	Å andra sidan kan de normalisera en förtryckande symbol, sades på varsin sida debatten.	36:48	0:87	förtrycka
PROCESSED_swe_news_2022_1M-sentences.json-250-11:11	['fiende..0-0', 'fiende..0-1']	Å andra sidan kan en kris stärka sammanhållningen mot en yttre fiende.	63:69	0:70	fiende
PROCESSED_swe_news_2022_1M-sentences.json-257-29:29	['växelkurs..0-0']	Å andra sidan kan valutakursen ligga kvar har länge och det är mycket viktigare att välja rätt bolag till en bra kurs än att tajma en cyklisk faktor som växelkursen.	153:164	0:165	växelkurs
PROCESSED_swe_news_2022_1M-sentences.json-261-4:4	['team..0-0']	Å andra sidan lade teamet inte heller några resurser på att utveckla bilen under fjolårets säsong utan fokuserade helt på den säsong som komma skall, 2022.	19:25	0:155	team
PROCESSED_swe_news_2022_1M-sentences.json-263-18:18	['förebild..0-0', 'förebild..0-1']	Å andra sidan levererar Liebling en föredömligt konsekvent uppsättning rätter med en god ambition att efterlikna de centraleuropeiska förebilderna.	134:146	0:147	förebild
PROCESSED_swe_news_2022_1M-sentences.json-264-14:14	['någorlunda..0-0']	Å andra sidan lider klubben antagligen främst av att inte ha sina nyckelspelare i någorlunda form.	82:92	0:98	någorlunda
PROCESSED_swe_news_2022_1M-sentences.json-266-16:16	['film..0-1']	Å andra sidan måste det givetvis finnas betydligt mer underlag i form av utredningar, bilder och filmer som lagt grunden för de båda rapporterna som vi över huvud taget inte får se eftersom de utgör arbetsmaterial.	97:103	0:214	film
PROCESSED_swe_news_2022_1M-sentences.json-279-8:8	['utanför..0-0', 'utanför..0-2', 'utanför..0-3']	Å andra sidan ska man inte stå helt utanför ett bolag om man vill ha aktien på många års sikt.	36:43	0:94	utanför
PROCESSED_swe_news_2022_1M-sentences.json-285-18:18	['land..0-0']	Å andra sidan skulle en situation kunna uppstå där Rysslands krig i Ukraina tar slut och sanktionerna mot landet lättar samtidigt som ett avtal med Iran kommer på plats.	106:112	0:169	land
PROCESSED_swe_news_2022_1M-sentences.json-285-5:5	['situation..0-0']	Å andra sidan skulle en situation kunna uppstå där Rysslands krig i Ukraina tar slut och sanktionerna mot landet lättar samtidigt som ett avtal med Iran kommer på plats.	24:33	0:169	situation
PROCESSED_swe_news_2022_1M-sentences.json-286-13:13	['innan..0-1', 'innan..0-2', 'innan..0-3']	Å andra sidan står sig siffrorna väl jämfört med hur läget såg ut innan pandemin.	66:71	0:81	innan
PROCESSED_swe_news_2022_1M-sentences.json-291-16:16	['mängd..0-2', 'mängd..0-3']	Å andra sidan toppar de också ofta listan över ”förbjuden frukt”, både vad gäller bekämpningsmedel och mängd fruktsocker.	103:108	0:121	mängd
PROCESSED_swe_news_2022_1M-sentences.json-293-24:24	['antal..0-0']	Å andra sidan: uppe på 1 930 meters höjd, inringat av 21 olika 3 000-meterstoppar, väntar en mäktig miljö med stilla atmosfär och ett antal traditionella, men utmärkta hotell och restauranger.	134:139	0:192	antal
PROCESSED_swe_news_2022_1M-sentences.json-299-4:4	['vår..0-0']	Å andra sidan var våren i början av april på stora delar av kontinenten osedvanligt kall, med svåra skador på vinodlingar och fruktträd.	18:23	0:136	vår
PROCESSED_swe_news_2022_1M-sentences.json-303-21:21	['anställd..0-0']	Aareon-koncernen har en närvaro med kontor i DACH-regionen, Finland, Frankrike, Storbritannien, Nederländerna, Norge och Sverige och har mer än 2 000 anställda.	150:159	0:160	anställd
PROCESSED_swe_news_2022_1M-sentences.json-305-13:13	['samma..0-0']	Aaron Bell berättade om sin mormors begravning som hölls under smittskyddsanpassade former under samma period som flera av de uppmärksammade festerna ägde rum.	97:102	0:159	samma
PROCESSED_swe_news_2022_1M-sentences.json-305-20:20	['fest..0-0']	Aaron Bell berättade om sin mormors begravning som hölls under smittskyddsanpassade former under samma period som flera av de uppmärksammade festerna ägde rum.	141:149	0:159	fest
PROCESSED_swe_news_2022_1M-sentences.json-306-10:10	['vårdnad..0-0']	Aaron Carter är tillbaka på rehab – efter att ha förlorat vårdnaden om sin son.	58:67	0:79	vårdnad
PROCESSED_swe_news_2022_1M-sentences.json-310-7:7	['aktiv..0-0']	Aaron Carter var in i det sista aktiv på sociala medier.	32:37	0:56	aktiv
PROCESSED_swe_news_2022_1M-sentences.json-315-9:9	['förskola..0-0']	Aaron Källmyr tillsammans med Tuvalie Persson på den öppna förskolan i Sätra.	59:68	0:77	förskola
PROCESSED_swe_news_2022_1M-sentences.json-331-6:6	['presidium..0-0', 'presidium..0-1']	ÅAS fullmäktige valde då ett nytt presidium och en ny styrelse som…	34:43	0:67	presidium
PROCESSED_swe_news_2022_1M-sentences.json-333-12:12	['försvåra..0-0']	ÅA:s rykte har redan naggats i kanten med risk för att försvåra rekryteringen av presumtiva studenter.	55:63	0:102	försvåra
PROCESSED_swe_news_2022_1M-sentences.json-334-2:2	['studentkår..0-0']	ÅA:s studentkår kritisk till akademins fastighetsplan – ”Det känns som en blöt trasa i ansiktet”	5:15	0:96	studentkår
PROCESSED_swe_news_2022_1M-sentences.json-338-16:16	['euro..0-0']	Abacus Diagnostica är verksamt inom ett diagnostikdelområde och lyckades närapå tiofaldiga sin omsättning till 6,6 miljoner euro år 2020.	124:128	0:137	euro
PROCESSED_swe_news_2022_1M-sentences.json-34-8:8	['fungera..0-0', 'fungera..0-2']	”2021 hade vi 20 tillfällen då larmet inte fungerat”	43:51	0:52	fungera
PROCESSED_swe_news_2022_1M-sentences.json-341-2:2	['lansering..0-0']	ABAX tillkännager lanseringen av sin nya, banbrytande mjukvara, som säkerställer att deras kunder är redo för framtidens teknik.	18:29	0:128	lansering
PROCESSED_swe_news_2022_1M-sentences.json-343-5:5	['avbild..0-0']	Abba är tillbaka – som digitala avbilder.	32:40	0:41	avbild
PROCESSED_swe_news_2022_1M-sentences.json-346-4:4	['snuva..0-3']	Abba fick se sig snuvade av Silk Sonics väloljade kammarsoul, Snoh Aalegra av Jazmine Sullivan i kategorin Bästa r&b-album.	17:24	0:123	snuva
PROCESSED_swe_news_2022_1M-sentences.json-350-2:2	['chans..0-0', 'chans..0-2']	Abba har chans på fyra pokaler.	9:14	0:31	chans
PROCESSED_swe_news_2022_1M-sentences.json-352-3:3	['tvungen..0-0', 'tvungen..0-1']	Abba har varit tvungna att bygga sig en egen konsertarena.	15:22	0:58	tvungen
