usageID	sense	context	indices_target_token	indices_target_sentence	lemma
PROCESSED_eng_news_2020_1M-sentences.json-508-29:29	['despite..0-0']	A 20 percent increase in the per-pound boat price of lobster meant the overall value of Maine’s haul remained pretty stable, coming in at $485.4 million, despite the double-digit decrease in 2019 total landings.	154:161	0:211	despite
PROCESSED_eng_news_2020_1M-sentences.json-519-5:5	['tragically..0-0']	A 20-year-old mum tragically died on New Year's Eve just three weeks after giving birth to her second child.	18:28	0:108	tragically
PROCESSED_eng_news_2020_1M-sentences.json-554-16:16	['sexual..0-0', 'sexual..0-1']	A 23-year-old Indian with a student visa in the US has pleaded guilty to sexual enticement of a minor girl, prosecutors have said.	73:79	0:130	sexual
PROCESSED_eng_news_2020_1M-sentences.json-555-4:4	['lady..0-1']	A 23-year-old lady, Omolola Ajayi, has revealed in trending video how a family friend trafficked and sold her into slavery in Lebanon.	14:18	0:134	lady
PROCESSED_eng_news_2020_1M-sentences.json-573-14:14	['sword..0-0']	A 24-year-old man suspect, dressed in a medieval outfit and brandishing a sword, was arrested early Sunday in the killing of two people and injuries of five others in the historic district of Quebec City, Canada.	74:79	0:212	sword
PROCESSED_eng_news_2020_1M-sentences.json-575-5:5	['lady..0-1']	A 24-year-old Nigerian lady identified as Omolara Akintayo has said she regrets travelling to Libya in search of greener pastures.	23:27	0:130	lady
PROCESSED_eng_news_2020_1M-sentences.json-576-8:8	['today..0-0', 'today..0-1']	A 24-year-old paedophile has been jailed today after she sexually abused a vulnerable 13-year-old girl who later tried to kill herself.	41:46	0:135	today
PROCESSED_eng_news_2020_1M-sentences.json-578-8:8	['driving..0-2']	A 24-year-old woman arrested for impaired driving had a five-year-old child in the back of her minivan when she was pulled over late Tuesday night, according to Abbotsford police.	42:49	0:179	driving
PROCESSED_eng_news_2020_1M-sentences.json-591-3:3	['ticket..0-1']	A $25 ticket includes six traditional indigenous foods and drinks to try.	6:12	0:73	ticket
PROCESSED_eng_news_2020_1M-sentences.json-600-18:18	['reveal..0-0']	A 25-year-old operations director who earns £125, 000 a-year has been slammed online for revealing she uses 'shopping as therapy' and 'needs to up her stocks.'	89:98	0:159	reveal
PROCESSED_eng_news_2020_1M-sentences.json-605-24:24	['developer..0-1']	A 26-acre tract on North Ardenwood Drive tapped as the spot for a new multifamily development has been sold to the project’s developers.	125:135	0:136	developer
PROCESSED_eng_news_2020_1M-sentences.json-62-13:13	['never..0-0', 'never..0-1']	“19 in Seattle, where I damn near didn’t make the match, I never really got medically cleared to do the match.	59:64	0:110	never
PROCESSED_eng_news_2020_1M-sentences.json-622-24:24	['gun..0-1']	A 27-year-old man and a 17-year-old boy were arrested in San Carlos early this morning for attempting to burglarize a gun store.	118:121	0:128	gun
PROCESSED_eng_news_2020_1M-sentences.json-628-29:29	['driving..0-2']	A 27-year-old man, who is from Cannock, was arrested in the Hednesford area at 2.45am on New Year's Day on suspicion of causing death by dangerous driving and failing to stop at the scene of an accident.	147:154	0:203	driving
PROCESSED_eng_news_2020_1M-sentences.json-631-12:12	['gun..0-1']	A 27-year-old Winnipeg man is in custody after police found guns, explosives and a makeshift meth lab in a Polson Avenue home.	60:64	0:126	gun
PROCESSED_eng_news_2020_1M-sentences.json-649-18:18	['gun..0-1']	A 2-year-old boy died of a gunshot wound in North Carolina after accidentally discharging an unsecured gun owned by his father.	103:106	0:127	gun
PROCESSED_eng_news_2020_1M-sentences.json-653-12:13	['climate_change..0-0']	A 306-page draft proposal from Texas doesn’t use the terms “climate change” or “global warming,” nor does South Carolina’s proposal.	60:74	0:132	climate_change
PROCESSED_eng_news_2020_1M-sentences.json-656-10:10	['gold..0-0', 'gold..0-4']	A 30 gram charge of the pulp was analyzed for gold using a fire assay with an AAS finish (Au-AA23).	46:50	0:99	gold
PROCESSED_eng_news_2020_1M-sentences.json-669-15:15	['remand..0-0']	A 30-year-old man who badly beat up his former partner on Saturday was remanded in custody after pleading not guilty to the alleged violence upon his arraignment on Women’s Day.	71:79	0:177	remand
PROCESSED_eng_news_2020_1M-sentences.json-679-20:20	['israeli..0-0', 'israeli..0-1']	A 3,200-year-old Canaanite citadel where epic battles were fought during biblical times has been unearthed near the southern Israeli city of Kiryat Gat, the Israel Antiquities Authority (IAA) announced Sunday.	125:132	0:209	israeli
PROCESSED_eng_news_2020_1M-sentences.json-689-8:9	['automatic_transmission..0-0']	A 3.3-liter V-6 with an 8-speed automatic transmission and front-wheel drive is the only powertrain option and makes a solid 290 horsepower and 253 pound-feet of torque.	32:54	0:169	automatic_transmission
PROCESSED_eng_news_2020_1M-sentences.json-695-19:19	['outskirt..0-0']	A 33-year-old man, G. Mahesh, was shot dead by unidentified persons near a bar located on the outskirts of the city under Nunna police station limits around last midnight.	94:103	0:171	outskirt
PROCESSED_eng_news_2020_1M-sentences.json-703-8:8	['gun..0-1']	A 33-year-old unemployed loner, Gray used guns he owned legally under the Arms Act 1983, allowing him to be better armed than the police initially on the scene, Mr Ashton said.	42:46	0:176	gun
PROCESSED_eng_news_2020_1M-sentences.json-706-14:14	['gun..0-1']	A 34-year-old Delhi Police constable allegedly shot himself dead with his service gun on Friday night in south Delhi’s Vasant Vihar, said an offier on Saturday.	82:85	0:160	gun
PROCESSED_eng_news_2020_1M-sentences.json-714-31:31	['authority..0-4']	A 35-year-old London, Ont., woman sought by city police for allegedly defrauding and stealing from elderly residents while posing as a personal support worker () has been taken into custody, authorities said Wednesday.	191:202	0:218	authority
PROCESSED_eng_news_2020_1M-sentences.json-716-19:19	['cannabis..0-0']	A 35-year-old man from the Warwick area was arrested on suspicion of driving under the influence of cannabis after officers stopped a car with a rear light out on the B4100, Gaydon on Sunday night.	100:108	0:197	cannabis
PROCESSED_eng_news_2020_1M-sentences.json-735-26:26	['outer..0-1', 'outer..0-2']	A 37-year-old person, a videographer by profession, was stabbed to death allegedly by three men outside his house in presence of his daughter in outer Delhi’s Aman Vihar on Thursday night, the police said on Saturday.	145:150	0:217	outer
PROCESSED_eng_news_2020_1M-sentences.json-74-7:8	['in_fact..0-0']	“2019 has been another exceptionally warm year, in fact the second warmest globally in our dataset, with many of the individual months breaking records,” said Carlo Buontempo, head of C3S.	48:55	0:188	in_fact
PROCESSED_eng_news_2020_1M-sentences.json-743-2:2	['expand..0-0', 'expand..0-1']	A3900/S2304 Expand access to family leave and disability benefits during epidemic-related emergencies.	12:18	0:102	expand
PROCESSED_eng_news_2020_1M-sentences.json-75-20:20	['working..0-1']	” (2019, not rated), British filmmaker Ken Loach explores the stresses of the gig economy through the experiences of a British working-class family.	127:134	0:148	working
PROCESSED_eng_news_2020_1M-sentences.json-763-3:4	['housing_development..0-0']	A 4,000 unit housing development is proposed for the former Zeneca chemical plant which used to make sulfuric acid there.	13:32	0:121	housing_development
PROCESSED_eng_news_2020_1M-sentences.json-775-4:4	['lady..0-1']	A 40yr old Philippino lady, Irene Torento Panas, invited to Nigeria by a man she met online has been.	22:26	0:101	lady
PROCESSED_eng_news_2020_1M-sentences.json-793-9:9	['driving..0-2']	A 45-year-old Saskatchewan man is facing impaired driving charges in a crash that killed two Alberta teenagers and left a third teen seriously injured.	50:57	0:151	driving
PROCESSED_eng_news_2020_1M-sentences.json-799-11:11	['driving..0-2']	A 46-year-old man was arrested on suspicion of impaired driving after a collision with a 44-year-old female pedestrian in Warwick on Saturday.	56:63	0:142	driving
PROCESSED_eng_news_2020_1M-sentences.json-80-14:14	['truly..0-0']	'2020 has been a challenging time for everyone in our industry and I feel truly honoured and thankful to my whole team who made it possible.'	74:79	0:141	truly
PROCESSED_eng_news_2020_1M-sentences.json-807-7:7	['remand..0-0']	A 48-year-old man has been remanded in custody after he was charged with murdering his elderly next-door neighbour in Dublin at the weekend.	27:35	0:140	remand
PROCESSED_eng_news_2020_1M-sentences.json-835-8:8	['interview..0-0']	A 50-year-old Golden Beach man was interviewed for lighting a fire in a fire pit during a period of total fire ban in Golden Beach.	35:46	0:131	interview
PROCESSED_eng_news_2020_1M-sentences.json-849-28:28	['spokeswoman..0-0']	A 54-year-old man and a 45-year-old woman who were on the motorcycle were taken to EIRMC by ambulance, according to Idaho Falls Fire Department spokeswoman Kerry Hammon.	144:155	0:169	spokeswoman
PROCESSED_eng_news_2020_1M-sentences.json-883-19:19	['scooter..0-0']	A 5-year-old boy died after he was run over by a driver while he was riding a scooter Sunday in Millcreek.	78:85	0:106	scooter
PROCESSED_eng_news_2020_1M-sentences.json-892-19:19	['corporation..0-0']	A $60 billion investment in communities hit hardest by Covid-19 could be financed by repealing the for large corporations that were included in the first federal Covid-19 relief package.	109:121	0:186	corporation
PROCESSED_eng_news_2020_1M-sentences.json-897-11:11	['remand..0-0']	A 60-year-old man was, on Monday, February 10, 2020, remanded to prison after telling the court that he went down the chimney then break into the shop.	53:61	0:151	remand
PROCESSED_eng_news_2020_1M-sentences.json-905-4:4	['prewar..0-0']	A 625-square-foot prewar co-op, with inlaid hardwood floors, a living room with built-in bookshelves and a windowed eat-in kitchen, in a non-doorman walk-up limestone rowhouse.	18:24	0:176	prewar
PROCESSED_eng_news_2020_1M-sentences.json-92-39:39	['never..0-0', 'never..0-1']	“2020 will be the year of Galaxy 5G,” Samsung head of mobile research and development T.M. Roh said, “and we are excited to bring 5G to even more device categories and introduce people to mobile experiences they never thought possible.”	212:217	0:236	never
PROCESSED_eng_news_2020_1M-sentences.json-920-12:12	['text..0-0']	A 66-year-old sex offender is behind bars after sending abusive texts and messages to a police officer.	64:69	0:103	text
PROCESSED_eng_news_2020_1M-sentences.json-925-4:4	['previously..0-0']	A6 and S6, as previously mentioned, will only be offered in sedan guise and with the choice, in the case of the former, of two TDI motors.	14:24	0:138	previously
PROCESSED_eng_news_2020_1M-sentences.json-953-13:13	['today..0-0', 'today..0-1']	A 76-year old man has died from Covid-19, the third death announced today.	68:73	0:74	today
PROCESSED_eng_news_2020_1M-sentences.json-961-15:15	['shrub..0-0']	A 79-year-old South Australian man was also charged with starting multiple grass and shrub fires as the nation welcomed in the new year.	85:90	0:136	shrub
PROCESSED_eng_news_2020_1M-sentences.json-962-3:3	['convenience..0-0', 'convenience..0-1']	A 7-Eleven convenience store, operated by Seven & i Holdings Co., stands under a full moon in Tokyo, in January.	11:22	0:112	convenience
PROCESSED_eng_news_2020_1M-sentences.json-962-3:4	['convenience_store..0-0']	A 7-Eleven convenience store, operated by Seven & i Holdings Co., stands under a full moon in Tokyo, in January.	11:28	0:112	convenience_store
PROCESSED_eng_news_2020_1M-sentences.json-963-27:27	['convenience..0-0']	A 7-year-old boy was shot in north Minneapolis’ Folwell neighborhood late Tuesday afternoon, apparently when a gunman opened fire from a car on a nearby convenience store, police and officials said.	153:164	0:198	convenience
PROCESSED_eng_news_2020_1M-sentences.json-963-27:28	['convenience_store..0-0']	A 7-year-old boy was shot in north Minneapolis’ Folwell neighborhood late Tuesday afternoon, apparently when a gunman opened fire from a car on a nearby convenience store, police and officials said.	153:170	0:198	convenience_store
PROCESSED_eng_news_2020_1M-sentences.json-971-19:20	['stainless_steel..0-0']	A 91-year-old, 1,568-square-foot house, with a living room that has a fireplace, a kitchen with stainless-steel appliances, a sun room with a vaulted ceiling and a deck, on 0.17 acres.	96:111	0:184	stainless_steel
PROCESSED_eng_news_2020_1M-sentences.json-973-23:23	['authority..0-4']	A 93-year-old man upset about flooding and water damage in his Las Vegas apartment shot an employee at the residential complex, authorities said.	128:139	0:145	authority
PROCESSED_eng_news_2020_1M-sentences.json-977-5:5	['origin..0-0', 'origin..0-3']	A 98-year-old Indian-origin woman has pleasantly surprised her doctors and family after beating Covid-19 to return to her home in Scotland within days of her hospital admission.	21:27	0:177	origin
PROCESSED_eng_news_2020_1M-sentences.json-979-26:26	['pet..0-0']	A 9 p.m. to 5 a.m. curfew is in place, during which people can go out only for work, urgent health reasons or to walk a pet.	120:123	0:124	pet
PROCESSED_eng_news_2020_1M-sentences.json-993-8:8	['plasma..0-0']	"""AABB recognizes the importance of ensuring that convalescent plasma is available as a transfusion therapy for patients today, as well as to develop future treatments,"" the agency said in a statement."	62:68	0:200	plasma
PROCESSED_eng_news_2020_1M-sentences.json-994-16:16	['collaborative..0-0']	AACF is governed by a local board of directors and is a partner of CommunityGiving, a collaborative of many community foundations united under a single framework to create efficiencies that maximize the impact of donors.	86:99	0:220	collaborative
